window_end_date,correlation_value,pair_name,window_length_days
2023-03-14,0.5040824594083205,BTC-USD vs SPY,90
2023-03-15,0.5066386223614266,BTC-USD vs SPY,90
2023-03-16,0.5143683193471618,BTC-USD vs SPY,90
2023-03-17,0.44567489079663897,BTC-USD vs SPY,90
2023-03-20,0.44762707268018453,BTC-USD vs SPY,90
2023-03-21,0.4835872940430732,BTC-USD vs SPY,90
2023-03-22,0.468853303877407,BTC-USD vs SPY,90
2023-03-23,0.369446692909738,BTC-USD vs SPY,90
2023-03-24,0.3742315630566703,BTC-USD vs SPY,90
2023-03-27,0.3751486946439929,BTC-USD vs SPY,90
2023-03-28,0.3726049325107336,BTC-USD vs SPY,90
2023-03-29,0.379806653185406,BTC-USD vs SPY,90
2023-03-30,0.3767576728825568,BTC-USD vs SPY,90
2023-03-31,0.3802395580420039,BTC-USD vs SPY,90
2023-04-03,0.3756842798152809,BTC-USD vs SPY,90
2023-04-04,0.3666879195051641,BTC-USD vs SPY,90
2023-04-05,0.3641011373571356,BTC-USD vs SPY,90
2023-04-06,0.3627101230652997,BTC-USD vs SPY,90
2023-04-10,0.3549760705536701,BTC-USD vs SPY,90
2023-04-11,0.3554028597931226,BTC-USD vs SPY,90
2023-04-12,0.33239073690503124,BTC-USD vs SPY,90
2023-04-13,0.3353311482085315,BTC-USD vs SPY,90
2023-04-14,0.33553354298479565,BTC-USD vs SPY,90
2023-04-17,0.3268922895239295,BTC-USD vs SPY,90
2023-04-18,0.3309457347238231,BTC-USD vs SPY,90
2023-04-19,0.3254016232881291,BTC-USD vs SPY,90
2023-04-20,0.32522058012296046,BTC-USD vs SPY,90
2023-04-21,0.3208200955688472,BTC-USD vs SPY,90
2023-04-24,0.32190154060721904,BTC-USD vs SPY,90
2023-04-25,0.29589347296762347,BTC-USD vs SPY,90
2023-04-26,0.29558868439226327,BTC-USD vs SPY,90
2023-04-27,0.2976314718654648,BTC-USD vs SPY,90
2023-04-28,0.2737821832981827,BTC-USD vs SPY,90
2023-05-01,0.26833711245392483,BTC-USD vs SPY,90
2023-05-02,0.2583815602643898,BTC-USD vs SPY,90
2023-05-03,0.26193452163236103,BTC-USD vs SPY,90
2023-05-04,0.2647031907252293,BTC-USD vs SPY,90
2023-05-05,0.27373104953447347,BTC-USD vs SPY,90
2023-05-08,0.2708127086720223,BTC-USD vs SPY,90
2023-05-09,0.2677590146991352,BTC-USD vs SPY,90
2023-05-10,0.2701925140462769,BTC-USD vs SPY,90
2023-05-11,0.2710617577687474,BTC-USD vs SPY,90
2023-05-12,0.27143095199430267,BTC-USD vs SPY,90
2023-05-15,0.270836121759223,BTC-USD vs SPY,90
2023-05-16,0.2725834934171256,BTC-USD vs SPY,90
2023-05-17,0.2795829396229882,BTC-USD vs SPY,90
2023-05-18,0.2692233896571722,BTC-USD vs SPY,90
2023-05-19,0.26725440549716195,BTC-USD vs SPY,90
2023-05-22,0.2587012808499581,BTC-USD vs SPY,90
2023-05-23,0.24913889721179613,BTC-USD vs SPY,90
2023-05-24,0.25434519675925,BTC-USD vs SPY,90
2023-05-25,0.25442642690327505,BTC-USD vs SPY,90
2023-05-26,0.24530272832434744,BTC-USD vs SPY,90
2023-05-30,0.25278517890742797,BTC-USD vs SPY,90
2023-05-31,0.2153366100735538,BTC-USD vs SPY,90
2023-06-01,0.20605372833438546,BTC-USD vs SPY,90
2023-06-02,0.21143789871818447,BTC-USD vs SPY,90
2023-06-05,0.21406742378407617,BTC-USD vs SPY,90
2023-06-06,0.21500752788431762,BTC-USD vs SPY,90
2023-06-07,0.21857056143746906,BTC-USD vs SPY,90
2023-06-08,0.20294344608508783,BTC-USD vs SPY,90
2023-06-09,0.19854356709888699,BTC-USD vs SPY,90
2023-06-12,0.18874806714635928,BTC-USD vs SPY,90
2023-06-13,0.19859883017687285,BTC-USD vs SPY,90
2023-06-14,0.1984198050785618,BTC-USD vs SPY,90
2023-06-15,0.20359385940484642,BTC-USD vs SPY,90
2023-06-16,0.18372947134204146,BTC-USD vs SPY,90
2023-06-20,0.1624749616935386,BTC-USD vs SPY,90
2023-06-21,0.12773524345962858,BTC-USD vs SPY,90
2023-06-22,0.12765929058317585,BTC-USD vs SPY,90
2023-06-23,0.12090561230412464,BTC-USD vs SPY,90
2023-06-26,0.1233270769947576,BTC-USD vs SPY,90
2023-06-27,0.1240261828710738,BTC-USD vs SPY,90
2023-06-28,0.10490780099817919,BTC-USD vs SPY,90
2023-06-29,0.11403772211107326,BTC-USD vs SPY,90
2023-06-30,0.10046527780241116,BTC-USD vs SPY,90
2023-07-03,0.09892135909089812,BTC-USD vs SPY,90
2023-07-05,0.10254772033970674,BTC-USD vs SPY,90
2023-07-06,0.0942875546153118,BTC-USD vs SPY,90
2023-07-07,0.09245995314038505,BTC-USD vs SPY,90
2023-07-10,0.08919756128210045,BTC-USD vs SPY,90
2023-07-11,0.09531349407510324,BTC-USD vs SPY,90
2023-07-12,0.09509226939277414,BTC-USD vs SPY,90
2023-07-13,0.14325869468616645,BTC-USD vs SPY,90
2023-07-14,0.144978960256296,BTC-USD vs SPY,90
2023-07-17,0.13793960501598368,BTC-USD vs SPY,90
2023-07-18,0.13479833497132934,BTC-USD vs SPY,90
2023-07-19,0.07607003969458336,BTC-USD vs SPY,90
2023-07-20,0.0690078380962446,BTC-USD vs SPY,90
2023-07-21,0.09122564331372443,BTC-USD vs SPY,90
2023-07-24,0.06873265217463743,BTC-USD vs SPY,90
2023-07-25,0.06056773983428831,BTC-USD vs SPY,90
2023-07-26,0.03594958418675085,BTC-USD vs SPY,90
2023-07-27,0.15075111733310756,BTC-USD vs SPY,90
2023-07-28,0.15706190376740553,BTC-USD vs SPY,90
2023-07-31,0.1490636358139553,BTC-USD vs SPY,90
2023-08-01,0.10942595395244414,BTC-USD vs SPY,90
2023-08-02,0.12557713584732225,BTC-USD vs SPY,90
2023-08-03,0.13814966923142488,BTC-USD vs SPY,90
2023-08-04,0.14189181395183653,BTC-USD vs SPY,90
2023-08-07,0.14377308807350023,BTC-USD vs SPY,90
2023-08-08,0.10299120523098082,BTC-USD vs SPY,90
2023-08-09,0.11127417563927383,BTC-USD vs SPY,90
2023-08-10,0.09951141340290594,BTC-USD vs SPY,90
2023-08-11,0.10325259953769225,BTC-USD vs SPY,90
2023-08-14,0.11075940173782468,BTC-USD vs SPY,90
2023-08-15,0.11679150454647073,BTC-USD vs SPY,90
2023-08-16,0.12698944681190014,BTC-USD vs SPY,90
2023-08-17,0.16333079389998012,BTC-USD vs SPY,90
2023-08-18,0.1642680636630729,BTC-USD vs SPY,90
2023-08-21,0.16043899143191617,BTC-USD vs SPY,90
2023-08-22,0.1482009342209029,BTC-USD vs SPY,90
2023-08-23,0.15902239562289308,BTC-USD vs SPY,90
2023-08-24,0.17121864542814316,BTC-USD vs SPY,90
2023-08-25,0.17112253952454914,BTC-USD vs SPY,90
2023-08-28,0.1733246763718094,BTC-USD vs SPY,90
2023-08-29,0.21236973543451548,BTC-USD vs SPY,90
2023-08-30,0.210672160177223,BTC-USD vs SPY,90
2023-08-31,0.21291789744706865,BTC-USD vs SPY,90
2023-09-01,0.2551709919584146,BTC-USD vs SPY,90
2023-09-05,0.2573735771583169,BTC-USD vs SPY,90
2023-09-06,0.2187353625852351,BTC-USD vs SPY,90
2023-09-07,0.21566122392540957,BTC-USD vs SPY,90
2023-09-08,0.2134149480401239,BTC-USD vs SPY,90
2023-09-11,0.2247981722119955,BTC-USD vs SPY,90
2023-09-12,0.218298287524819,BTC-USD vs SPY,90
2023-09-13,0.21619435811563695,BTC-USD vs SPY,90
2023-09-14,0.1988026884084047,BTC-USD vs SPY,90
2023-09-15,0.18834195465378584,BTC-USD vs SPY,90
2023-09-18,0.18819876510438202,BTC-USD vs SPY,90
2023-09-19,0.18430912792718956,BTC-USD vs SPY,90
2023-09-20,0.18149573916537692,BTC-USD vs SPY,90
2023-09-21,0.1993919919692316,BTC-USD vs SPY,90
2023-09-22,0.19745521705738714,BTC-USD vs SPY,90
2023-09-25,0.19603494601804708,BTC-USD vs SPY,90
2023-09-26,0.18627786543201855,BTC-USD vs SPY,90
2023-09-27,0.20349625933692134,BTC-USD vs SPY,90
2023-09-28,0.21156444055362336,BTC-USD vs SPY,90
2023-09-29,0.21221927465945775,BTC-USD vs SPY,90
2023-10-02,0.2277438732029252,BTC-USD vs SPY,90
2023-10-03,0.21195805488131367,BTC-USD vs SPY,90
2023-10-04,0.21547169135833324,BTC-USD vs SPY,90
2023-10-05,0.2115005741030213,BTC-USD vs SPY,90
2023-10-06,0.2236188773278654,BTC-USD vs SPY,90
2023-10-09,0.21071044125484575,BTC-USD vs SPY,90
2023-10-10,0.2201033742657319,BTC-USD vs SPY,90
2023-10-11,0.20241413736400396,BTC-USD vs SPY,90
2023-10-12,0.20200598238607734,BTC-USD vs SPY,90
2023-10-13,0.19969806460168824,BTC-USD vs SPY,90
2023-10-16,0.2244429389303279,BTC-USD vs SPY,90
2023-10-17,0.22306670122887695,BTC-USD vs SPY,90
2023-10-18,0.22266512264262092,BTC-USD vs SPY,90
2023-10-19,0.21458212742436011,BTC-USD vs SPY,90
2023-10-20,0.18058852336529027,BTC-USD vs SPY,90
2023-10-23,0.15701747934357618,BTC-USD vs SPY,90
2023-10-24,0.15749126412108425,BTC-USD vs SPY,90
2023-10-25,0.15422790785532162,BTC-USD vs SPY,90
2023-10-26,0.183000038565312,BTC-USD vs SPY,90
2023-10-27,0.21155356822957727,BTC-USD vs SPY,90
2023-10-30,0.20759913979283542,BTC-USD vs SPY,90
2023-10-31,0.2238893064241633,BTC-USD vs SPY,90
2023-11-01,0.23457126840379333,BTC-USD vs SPY,90
2023-11-02,0.1991115696579524,BTC-USD vs SPY,90
2023-11-03,0.19476715756214172,BTC-USD vs SPY,90
2023-11-06,0.19218055538949835,BTC-USD vs SPY,90
2023-11-07,0.19659110912521535,BTC-USD vs SPY,90
2023-11-08,0.1960401817002298,BTC-USD vs SPY,90
2023-11-09,0.1775270903498752,BTC-USD vs SPY,90
2023-11-10,0.17933812586698242,BTC-USD vs SPY,90
2023-11-13,0.1825223537195154,BTC-USD vs SPY,90
2023-11-14,0.1408515912163555,BTC-USD vs SPY,90
2023-11-15,0.1402374304156248,BTC-USD vs SPY,90
2023-11-16,0.13930368127113452,BTC-USD vs SPY,90
2023-11-17,0.125840155817288,BTC-USD vs SPY,90
2023-11-20,0.12606125588035544,BTC-USD vs SPY,90
2023-11-21,0.13067534177932108,BTC-USD vs SPY,90
2023-11-22,0.1432555355853378,BTC-USD vs SPY,90
2023-11-24,0.1435574808228723,BTC-USD vs SPY,90
2023-11-27,0.14264889289641763,BTC-USD vs SPY,90
2023-11-28,0.14311512382690988,BTC-USD vs SPY,90
2023-11-29,0.15363471897818745,BTC-USD vs SPY,90
2023-11-30,0.15212292392051915,BTC-USD vs SPY,90
2023-12-01,0.1590616309184759,BTC-USD vs SPY,90
2023-12-04,0.13774551931552492,BTC-USD vs SPY,90
2023-12-05,0.13545308974444994,BTC-USD vs SPY,90
2023-12-06,0.13823046012207924,BTC-USD vs SPY,90
2023-12-07,0.13329733456219883,BTC-USD vs SPY,90
2023-12-08,0.12188774067271547,BTC-USD vs SPY,90
2023-12-11,0.10473836479823413,BTC-USD vs SPY,90
2023-12-12,0.10374408928493682,BTC-USD vs SPY,90
2023-12-13,0.12415221296294292,BTC-USD vs SPY,90
2023-12-14,0.12909716312842542,BTC-USD vs SPY,90
2023-12-15,0.1345028237801132,BTC-USD vs SPY,90
2023-12-18,0.141005380455366,BTC-USD vs SPY,90
2023-12-19,0.13634940852973215,BTC-USD vs SPY,90
2023-12-20,0.10969003703376894,BTC-USD vs SPY,90
2023-12-21,0.1031440378076953,BTC-USD vs SPY,90
2023-12-22,0.09501954089681687,BTC-USD vs SPY,90
2023-12-26,0.056371518728034725,BTC-USD vs SPY,90
2023-12-27,0.056592757673760034,BTC-USD vs SPY,90
2023-12-28,0.05969974284692892,BTC-USD vs SPY,90
2023-12-29,0.06157744721239356,BTC-USD vs SPY,90
2024-01-02,0.051039950258568494,BTC-USD vs SPY,90
2024-01-03,0.0649483601097153,BTC-USD vs SPY,90
2024-01-04,0.06207670971936139,BTC-USD vs SPY,90
2024-01-05,0.06340245964883061,BTC-USD vs SPY,90
2024-01-08,0.06830291117893189,BTC-USD vs SPY,90
2024-01-09,0.07508757982577197,BTC-USD vs SPY,90
2024-01-10,0.07189087025993773,BTC-USD vs SPY,90
2024-01-11,0.07337694826434883,BTC-USD vs SPY,90
2024-01-12,0.06769076771489228,BTC-USD vs SPY,90
2024-01-16,0.06292385246087878,BTC-USD vs SPY,90
2024-01-17,0.07048478160833588,BTC-USD vs SPY,90
2024-01-18,0.0527328706249982,BTC-USD vs SPY,90
2024-01-19,0.06483742895163597,BTC-USD vs SPY,90
2024-01-22,0.06802047745117895,BTC-USD vs SPY,90
2024-01-23,0.06839997814257508,BTC-USD vs SPY,90
2024-01-24,0.06558881176076983,BTC-USD vs SPY,90
2024-01-25,0.06461806725045137,BTC-USD vs SPY,90
2024-01-26,0.058276816619952196,BTC-USD vs SPY,90
2024-01-29,0.06961118675473624,BTC-USD vs SPY,90
2024-01-30,0.06748942145492733,BTC-USD vs SPY,90
2024-01-31,0.05592258868723441,BTC-USD vs SPY,90
2024-02-01,0.05916686382936411,BTC-USD vs SPY,90
2024-02-02,0.058229685008061194,BTC-USD vs SPY,90
2024-02-05,0.05327891547454868,BTC-USD vs SPY,90
2024-02-06,0.053666423751630984,BTC-USD vs SPY,90
2024-02-07,0.057808617687685526,BTC-USD vs SPY,90
2024-02-08,0.054610458451764675,BTC-USD vs SPY,90
2024-02-09,0.05938190829027481,BTC-USD vs SPY,90
2024-02-12,0.04955620641492698,BTC-USD vs SPY,90
2024-02-13,0.05501031657115971,BTC-USD vs SPY,90
2024-02-14,0.06611512351772125,BTC-USD vs SPY,90
2024-02-15,0.05851011516168778,BTC-USD vs SPY,90
2024-02-16,0.06385835879045762,BTC-USD vs SPY,90
2024-02-20,0.06522044013816683,BTC-USD vs SPY,90
2024-02-21,0.06950663539824242,BTC-USD vs SPY,90
2024-02-22,0.04593192780582896,BTC-USD vs SPY,90
2024-02-23,0.04612645105402245,BTC-USD vs SPY,90
2024-02-26,0.012676954528455376,BTC-USD vs SPY,90
2024-02-27,0.011940214135775855,BTC-USD vs SPY,90
2024-02-28,-0.010113750246892457,BTC-USD vs SPY,90
2024-02-29,-0.009221882316798644,BTC-USD vs SPY,90
2024-03-01,0.014458320148051929,BTC-USD vs SPY,90
2024-03-04,0.021757032779033715,BTC-USD vs SPY,90
2024-03-05,0.0601990033139939,BTC-USD vs SPY,90
2024-03-06,0.07536649391284006,BTC-USD vs SPY,90
2024-03-07,0.06614736228341685,BTC-USD vs SPY,90
2024-03-08,0.05490905723685343,BTC-USD vs SPY,90
2024-03-11,0.05277183592434132,BTC-USD vs SPY,90
2024-03-12,0.045682618903828985,BTC-USD vs SPY,90
2024-03-13,0.03629515076022396,BTC-USD vs SPY,90
2024-03-14,0.06401857638605299,BTC-USD vs SPY,90
2024-03-15,0.08987178287348248,BTC-USD vs SPY,90
2024-03-18,0.08556232325691486,BTC-USD vs SPY,90
2024-03-19,0.0647151429888585,BTC-USD vs SPY,90
2024-03-20,0.09300787873445095,BTC-USD vs SPY,90
2024-03-21,0.10218948981846891,BTC-USD vs SPY,90
2024-03-22,0.10299995434511545,BTC-USD vs SPY,90
2024-03-25,0.09159675135995055,BTC-USD vs SPY,90
2024-03-26,0.1259123502853194,BTC-USD vs SPY,90
2024-03-27,0.12084370835177555,BTC-USD vs SPY,90
2024-03-28,0.1197701909359597,BTC-USD vs SPY,90
2024-04-01,0.12453650881876774,BTC-USD vs SPY,90
2024-04-02,0.1494728563719519,BTC-USD vs SPY,90
2024-04-03,0.14199318308012157,BTC-USD vs SPY,90
2024-04-04,0.11158837225039342,BTC-USD vs SPY,90
2024-04-05,0.10346722678650803,BTC-USD vs SPY,90
2024-04-08,0.10016492356320195,BTC-USD vs SPY,90
2024-04-09,0.10031174081393553,BTC-USD vs SPY,90
2024-04-10,0.08931676753263054,BTC-USD vs SPY,90
2024-04-11,0.08577577852129255,BTC-USD vs SPY,90
2024-04-12,0.11167864568089925,BTC-USD vs SPY,90
2024-04-15,0.14914914982790275,BTC-USD vs SPY,90
2024-04-16,0.15313242857901116,BTC-USD vs SPY,90
2024-04-17,0.16307262578754061,BTC-USD vs SPY,90
2024-04-18,0.16279687431693726,BTC-USD vs SPY,90
2024-04-19,0.15831193817866182,BTC-USD vs SPY,90
2024-04-22,0.1783450821452162,BTC-USD vs SPY,90
2024-04-23,0.17066774471463686,BTC-USD vs SPY,90
2024-04-24,0.1577028857864688,BTC-USD vs SPY,90
2024-04-25,0.15756206793626368,BTC-USD vs SPY,90
2024-04-26,0.1425014440745558,BTC-USD vs SPY,90
2024-04-29,0.13813890413815214,BTC-USD vs SPY,90
2024-04-30,0.17595708534391816,BTC-USD vs SPY,90
2024-05-01,0.2068535171060975,BTC-USD vs SPY,90
2024-05-02,0.2102834134795006,BTC-USD vs SPY,90
2024-05-03,0.2350444434631461,BTC-USD vs SPY,90
2024-05-06,0.23094476390340832,BTC-USD vs SPY,90
2024-05-07,0.2302125925474897,BTC-USD vs SPY,90
2024-05-08,0.23051014504210832,BTC-USD vs SPY,90
2024-05-09,0.2329571162475491,BTC-USD vs SPY,90
2024-05-10,0.23632797521522877,BTC-USD vs SPY,90
2024-05-13,0.21891162875522308,BTC-USD vs SPY,90
2024-05-14,0.22103589532091963,BTC-USD vs SPY,90
2024-05-15,0.2475846880419628,BTC-USD vs SPY,90
2024-05-16,0.2208772402195467,BTC-USD vs SPY,90
2024-05-17,0.21850631841267287,BTC-USD vs SPY,90
2024-05-20,0.21190226259804515,BTC-USD vs SPY,90
2024-05-21,0.20964469018282417,BTC-USD vs SPY,90
2024-05-22,0.2167342092124643,BTC-USD vs SPY,90
2024-05-23,0.2257046445609884,BTC-USD vs SPY,90
2024-05-24,0.22324889031347273,BTC-USD vs SPY,90
2024-05-28,0.23991201677054685,BTC-USD vs SPY,90
2024-05-29,0.2448867595255255,BTC-USD vs SPY,90
2024-05-30,0.24766468850201748,BTC-USD vs SPY,90
2024-05-31,0.23897908475227814,BTC-USD vs SPY,90
2024-06-03,0.23878819830393042,BTC-USD vs SPY,90
2024-06-04,0.24093194154853884,BTC-USD vs SPY,90
2024-06-05,0.24561326923171775,BTC-USD vs SPY,90
2024-06-06,0.23987668105697427,BTC-USD vs SPY,90
2024-06-07,0.24075780009201628,BTC-USD vs SPY,90
2024-06-10,0.23758269388237072,BTC-USD vs SPY,90
2024-06-11,0.2334247248855955,BTC-USD vs SPY,90
2024-06-12,0.23840815584689506,BTC-USD vs SPY,90
2024-06-13,0.23676567079336697,BTC-USD vs SPY,90
2024-06-14,0.23649803632721478,BTC-USD vs SPY,90
2024-06-17,0.2264149098858406,BTC-USD vs SPY,90
2024-06-18,0.225087965242388,BTC-USD vs SPY,90
2024-06-20,0.21903595973317885,BTC-USD vs SPY,90
2024-06-21,0.22502055168284976,BTC-USD vs SPY,90
2024-06-24,0.23342689924109083,BTC-USD vs SPY,90
2024-06-25,0.2235413171775584,BTC-USD vs SPY,90
2024-06-26,0.2236356515678808,BTC-USD vs SPY,90
2024-06-27,0.2258602085878431,BTC-USD vs SPY,90
2024-06-28,0.23402988916118858,BTC-USD vs SPY,90
2024-07-01,0.23409187674853188,BTC-USD vs SPY,90
2024-07-02,0.25293310919534734,BTC-USD vs SPY,90
2024-07-03,0.24551206938511438,BTC-USD vs SPY,90
2024-07-05,0.26018674040442624,BTC-USD vs SPY,90
2024-07-08,0.2608698401745881,BTC-USD vs SPY,90
2024-07-09,0.2858838111409494,BTC-USD vs SPY,90
2024-07-10,0.28448960963836517,BTC-USD vs SPY,90
2024-07-11,0.2776008928434074,BTC-USD vs SPY,90
2024-07-12,0.3011279770861672,BTC-USD vs SPY,90
2024-07-15,0.2705065658856986,BTC-USD vs SPY,90
2024-07-16,0.2653979944779398,BTC-USD vs SPY,90
2024-07-17,0.2653064629833838,BTC-USD vs SPY,90
2024-07-18,0.27362014206346474,BTC-USD vs SPY,90
2024-07-19,0.2581013351595844,BTC-USD vs SPY,90
2024-07-22,0.258490463099515,BTC-USD vs SPY,90
2024-07-23,0.2649368760662138,BTC-USD vs SPY,90
2024-07-24,0.2539385360195884,BTC-USD vs SPY,90
2024-07-25,0.2400433689845673,BTC-USD vs SPY,90
2024-07-26,0.2580111779781551,BTC-USD vs SPY,90
2024-07-29,0.2917132672928939,BTC-USD vs SPY,90
2024-07-30,0.26613701664102846,BTC-USD vs SPY,90
2024-07-31,0.24528667646471725,BTC-USD vs SPY,90
2024-08-01,0.2263485404494207,BTC-USD vs SPY,90
2024-08-02,0.2832334221176298,BTC-USD vs SPY,90
2024-08-05,0.35253064242075866,BTC-USD vs SPY,90
2024-08-06,0.36847440711579044,BTC-USD vs SPY,90
2024-08-07,0.3725085163380419,BTC-USD vs SPY,90
2024-08-08,0.4425302376057099,BTC-USD vs SPY,90
2024-08-09,0.4331119231867049,BTC-USD vs SPY,90
2024-08-12,0.4327889273664764,BTC-USD vs SPY,90
2024-08-13,0.4689006520859695,BTC-USD vs SPY,90
2024-08-14,0.4701407813827575,BTC-USD vs SPY,90
2024-08-15,0.45002493109859754,BTC-USD vs SPY,90
2024-08-16,0.4534808073592387,BTC-USD vs SPY,90
2024-08-19,0.47270471852596635,BTC-USD vs SPY,90
2024-08-20,0.47695199449924547,BTC-USD vs SPY,90
2024-08-21,0.4634093951169079,BTC-USD vs SPY,90
2024-08-22,0.4543566247583131,BTC-USD vs SPY,90
2024-08-23,0.4669678121221817,BTC-USD vs SPY,90
2024-08-26,0.4625076525356353,BTC-USD vs SPY,90
2024-08-27,0.4632740817005559,BTC-USD vs SPY,90
2024-08-28,0.46952043170413477,BTC-USD vs SPY,90
2024-08-29,0.46359893875063496,BTC-USD vs SPY,90
2024-08-30,0.466548350409774,BTC-USD vs SPY,90
2024-09-03,0.4738176755073595,BTC-USD vs SPY,90
2024-09-04,0.473697559508661,BTC-USD vs SPY,90
2024-09-05,0.4818330033009999,BTC-USD vs SPY,90
2024-09-06,0.49404655984124946,BTC-USD vs SPY,90
2024-09-09,0.4857379162407683,BTC-USD vs SPY,90
2024-09-10,0.4845236004156309,BTC-USD vs SPY,90
2024-09-11,0.47765276295094267,BTC-USD vs SPY,90
2024-09-12,0.46501312996545424,BTC-USD vs SPY,90
2024-09-13,0.47575761035490044,BTC-USD vs SPY,90
2024-09-16,0.475283972110748,BTC-USD vs SPY,90
2024-09-17,0.470998731474564,BTC-USD vs SPY,90
2024-09-18,0.462161929950162,BTC-USD vs SPY,90
2024-09-19,0.4693224123531665,BTC-USD vs SPY,90
2024-09-20,0.4697966645854965,BTC-USD vs SPY,90
2024-09-23,0.4748539639425864,BTC-USD vs SPY,90
2024-09-24,0.4594676367610711,BTC-USD vs SPY,90
2024-09-25,0.45961195315947756,BTC-USD vs SPY,90
2024-09-26,0.46216495645297806,BTC-USD vs SPY,90
2024-09-27,0.47976202361485726,BTC-USD vs SPY,90
2024-09-30,0.47280352628275185,BTC-USD vs SPY,90
2024-10-01,0.4805831076196468,BTC-USD vs SPY,90
2024-10-02,0.4777050272059646,BTC-USD vs SPY,90
2024-10-03,0.47624004637285106,BTC-USD vs SPY,90
2024-10-04,0.4811993104257527,BTC-USD vs SPY,90
2024-10-07,0.480318933584973,BTC-USD vs SPY,90
2024-10-08,0.48347343380565355,BTC-USD vs SPY,90
2024-10-09,0.4808011015627147,BTC-USD vs SPY,90
2024-10-10,0.48205108752477027,BTC-USD vs SPY,90
2024-10-11,0.48699402930346425,BTC-USD vs SPY,90
2024-10-14,0.49322735676262514,BTC-USD vs SPY,90
2024-10-15,0.48386474897764675,BTC-USD vs SPY,90
2024-10-16,0.48400059466582424,BTC-USD vs SPY,90
2024-10-17,0.4844415220816251,BTC-USD vs SPY,90
2024-10-18,0.49103045052703087,BTC-USD vs SPY,90
2024-10-21,0.489748214867726,BTC-USD vs SPY,90
2024-10-22,0.49260630250485643,BTC-USD vs SPY,90
2024-10-23,0.49439679514866713,BTC-USD vs SPY,90
2024-10-24,0.4971913355100656,BTC-USD vs SPY,90
2024-10-25,0.49982293641040365,BTC-USD vs SPY,90
2024-10-28,0.4999477593087421,BTC-USD vs SPY,90
2024-10-29,0.495102579674988,BTC-USD vs SPY,90
2024-10-30,0.495463199061858,BTC-USD vs SPY,90
2024-10-31,0.5041357530095357,BTC-USD vs SPY,90
2024-11-01,0.5026333310538806,BTC-USD vs SPY,90
2024-11-04,0.5033417101662511,BTC-USD vs SPY,90
2024-11-05,0.505620918398002,BTC-USD vs SPY,90
2024-11-06,0.546020695711344,BTC-USD vs SPY,90
2024-11-07,0.5501580143864394,BTC-USD vs SPY,90
2024-11-08,0.5595973810464965,BTC-USD vs SPY,90
2024-11-11,0.5312590079506957,BTC-USD vs SPY,90
2024-11-12,0.5323952602444662,BTC-USD vs SPY,90
2024-11-13,0.5313524558759849,BTC-USD vs SPY,90
2024-11-14,0.5418863423418314,BTC-USD vs SPY,90
2024-11-15,0.511834232454192,BTC-USD vs SPY,90
2024-11-18,0.5118436010009,BTC-USD vs SPY,90
2024-11-19,0.5185204675764151,BTC-USD vs SPY,90
2024-11-20,0.5184287238443642,BTC-USD vs SPY,90
2024-11-21,0.5175017460219027,BTC-USD vs SPY,90
2024-11-22,0.5176403862550455,BTC-USD vs SPY,90
2024-11-25,0.5203906223440047,BTC-USD vs SPY,90
2024-11-26,0.5245896894605583,BTC-USD vs SPY,90
2024-11-27,0.514188184008765,BTC-USD vs SPY,90
2024-11-29,0.5231249892329355,BTC-USD vs SPY,90
2024-12-02,0.5235689729900114,BTC-USD vs SPY,90
2024-12-03,0.5187602174405338,BTC-USD vs SPY,90
2024-12-04,0.5222350767687927,BTC-USD vs SPY,90
2024-12-05,0.5215421138279464,BTC-USD vs SPY,90
2024-12-06,0.5493067052437607,BTC-USD vs SPY,90
2024-12-09,0.5667077643857384,BTC-USD vs SPY,90
2024-12-10,0.5441085534325678,BTC-USD vs SPY,90
2024-12-11,0.5023940371152906,BTC-USD vs SPY,90
2024-12-12,0.49944601190172644,BTC-USD vs SPY,90
2024-12-13,0.4940078067013172,BTC-USD vs SPY,90
2024-12-16,0.43037799253819137,BTC-USD vs SPY,90
2024-12-17,0.43516933697668564,BTC-USD vs SPY,90
2024-12-18,0.47971377015018357,BTC-USD vs SPY,90
2024-12-19,0.4772136791637113,BTC-USD vs SPY,90
2024-12-20,0.4824565890485672,BTC-USD vs SPY,90
2024-12-23,0.5135070027983153,BTC-USD vs SPY,90
2024-12-24,0.5221533908709465,BTC-USD vs SPY,90
2024-12-26,0.5166074408386626,BTC-USD vs SPY,90
2024-12-27,0.5198232090834272,BTC-USD vs SPY,90
2024-12-30,0.5203627686286849,BTC-USD vs SPY,90
2024-12-31,0.5158630589457964,BTC-USD vs SPY,90
2025-01-02,0.4980837148555348,BTC-USD vs SPY,90
2025-01-03,0.4952779983980403,BTC-USD vs SPY,90
2025-01-06,0.5134171743371558,BTC-USD vs SPY,90
2025-01-07,0.5274344560085857,BTC-USD vs SPY,90
2025-01-08,0.5243539838523574,BTC-USD vs SPY,90
2025-01-10,0.5056693785954224,BTC-USD vs SPY,90
2025-01-13,0.49409927416888516,BTC-USD vs SPY,90
2025-01-14,0.4946022818339352,BTC-USD vs SPY,90
2025-01-15,0.5065541567795685,BTC-USD vs SPY,90
2025-01-16,0.4877931576701477,BTC-USD vs SPY,90
2025-01-17,0.4870242869610232,BTC-USD vs SPY,90
2025-01-21,0.49368957574429684,BTC-USD vs SPY,90
