asset_symbol,price_date,close_price
BTC-USD,2023-01-06,16950.9
BTC-USD,2023-01-07,16943.6
BTC-USD,2023-01-08,17119.0
BTC-USD,2023-01-09,17180.1
BTC-USD,2023-01-10,17439.1
BTC-USD,2023-01-11,17942.3
BTC-USD,2023-01-12,18851.3
BTC-USD,2023-01-13,19927.0
BTC-USD,2023-01-14,20958.2
BTC-USD,2023-01-15,20879.8
BTC-USD,2023-01-16,21184.2
BTC-USD,2023-01-17,21137.1
BTC-USD,2023-01-18,20670.6
BTC-USD,2023-01-19,21081.2
BTC-USD,2023-01-20,22677.2
BTC-USD,2023-01-21,22775.7
BTC-USD,2023-01-22,22707.8
BTC-USD,2023-01-23,22915.5
BTC-USD,2023-01-24,22632.5
BTC-USD,2023-01-25,23055.1
BTC-USD,2023-01-26,23016.0
BTC-USD,2023-01-27,23074.6
BTC-USD,2023-01-28,23027.9
BTC-USD,2023-01-29,23753.1
BTC-USD,2023-01-30,22832.2
BTC-USD,2023-01-31,23125.1
BTC-USD,2023-02-01,23725.6
BTC-USD,2023-02-02,23427.6
BTC-USD,2023-02-03,23431.2
BTC-USD,2023-02-04,23323.8
BTC-USD,2023-02-05,22936.0
BTC-USD,2023-02-06,22761.8
BTC-USD,2023-02-07,23251.7
BTC-USD,2023-02-08,22964.6
BTC-USD,2023-02-09,21792.5
BTC-USD,2023-02-10,21635.0
BTC-USD,2023-02-11,21859.8
BTC-USD,2023-02-12,21786.8
BTC-USD,2023-02-13,21772.6
BTC-USD,2023-02-14,22198.5
BTC-USD,2023-02-15,24327.9
BTC-USD,2023-02-16,23539.6
BTC-USD,2023-02-17,24573.5
BTC-USD,2023-02-18,24631.4
BTC-USD,2023-02-19,24302.9
BTC-USD,2023-02-20,24839.5
BTC-USD,2023-02-21,24450.7
BTC-USD,2023-02-22,24186.6
BTC-USD,2023-02-23,23936.3
BTC-USD,2023-02-24,23191.5
BTC-USD,2023-02-25,23166.1
BTC-USD,2023-02-26,23558.7
BTC-USD,2023-02-27,23494.1
BTC-USD,2023-02-28,23130.5
BTC-USD,2023-03-01,23642.2
BTC-USD,2023-03-02,23465.4
BTC-USD,2023-03-03,22354.4
BTC-USD,2023-03-04,22347.1
BTC-USD,2023-03-05,22428.3
BTC-USD,2023-03-06,22410.0
BTC-USD,2023-03-07,22197.8
BTC-USD,2023-03-08,21710.8
BTC-USD,2023-03-09,20361.8
BTC-USD,2023-03-10,20156.7
BTC-USD,2023-03-11,20467.5
BTC-USD,2023-03-12,21994.8
BTC-USD,2023-03-13,24114.4
BTC-USD,2023-03-14,24699.7
BTC-USD,2023-03-15,24282.7
BTC-USD,2023-03-16,25004.1
BTC-USD,2023-03-17,27391.8
BTC-USD,2023-03-18,26914.5
BTC-USD,2023-03-19,27958.7
BTC-USD,2023-03-20,27720.5
BTC-USD,2023-03-21,28114.0
BTC-USD,2023-03-22,27261.7
BTC-USD,2023-03-23,28310.7
BTC-USD,2023-03-24,27462.2
BTC-USD,2023-03-25,27475.6
BTC-USD,2023-03-26,27973.5
BTC-USD,2023-03-27,27129.8
BTC-USD,2023-03-28,27262.2
BTC-USD,2023-03-29,28350.4
BTC-USD,2023-03-30,28029.5
BTC-USD,2023-03-31,28473.7
BTC-USD,2023-04-01,28456.1
BTC-USD,2023-04-02,28198.3
BTC-USD,2023-04-03,27802.1
BTC-USD,2023-04-04,28164.4
BTC-USD,2023-04-05,28173.5
BTC-USD,2023-04-06,28036.7
BTC-USD,2023-04-07,27910.4
BTC-USD,2023-04-08,27941.2
BTC-USD,2023-04-09,28326.6
BTC-USD,2023-04-10,29641.0
BTC-USD,2023-04-11,30209.6
BTC-USD,2023-04-12,29886.4
BTC-USD,2023-04-13,30387.4
BTC-USD,2023-04-14,30472.5
BTC-USD,2023-04-15,30299.6
BTC-USD,2023-04-16,30310.3
BTC-USD,2023-04-17,29434.9
BTC-USD,2023-04-18,30382.2
BTC-USD,2023-04-19,28813.7
BTC-USD,2023-04-20,28240.5
BTC-USD,2023-04-21,27264.8
BTC-USD,2023-04-22,27813.9
BTC-USD,2023-04-23,27591.4
BTC-USD,2023-04-24,27509.3
BTC-USD,2023-04-25,28298.8
BTC-USD,2023-04-26,28424.6
BTC-USD,2023-04-27,29475.9
BTC-USD,2023-04-28,29321.8
BTC-USD,2023-04-29,29234.1
BTC-USD,2023-04-30,29252.1
BTC-USD,2023-05-01,28077.6
BTC-USD,2023-05-02,28669.1
BTC-USD,2023-05-03,29023.6
BTC-USD,2023-05-04,28842.1
BTC-USD,2023-05-05,29513.2
BTC-USD,2023-05-06,28857.1
BTC-USD,2023-05-07,28424.8
BTC-USD,2023-05-08,27670.5
BTC-USD,2023-05-09,27634.9
BTC-USD,2023-05-10,27603.3
BTC-USD,2023-05-11,26983.5
BTC-USD,2023-05-12,26799.2
BTC-USD,2023-05-13,26777.5
BTC-USD,2023-05-14,26920.0
BTC-USD,2023-05-15,27183.9
BTC-USD,2023-05-16,27035.3
BTC-USD,2023-05-17,27403.1
BTC-USD,2023-05-18,26828.0
BTC-USD,2023-05-19,26882.9
BTC-USD,2023-05-20,27116.2
BTC-USD,2023-05-21,26749.9
BTC-USD,2023-05-22,26847.3
BTC-USD,2023-05-23,27220.7
BTC-USD,2023-05-24,26328.4
BTC-USD,2023-05-25,26475.8
BTC-USD,2023-05-26,26711.5
BTC-USD,2023-05-27,26857.5
BTC-USD,2023-05-28,28071.2
BTC-USD,2023-05-29,27739.4
BTC-USD,2023-05-30,27698.2
BTC-USD,2023-05-31,27216.1
BTC-USD,2023-06-01,26819.0
BTC-USD,2023-06-02,27244.7
BTC-USD,2023-06-03,27072.0
BTC-USD,2023-06-04,27122.3
BTC-USD,2023-06-05,25747.4
BTC-USD,2023-06-06,27230.2
BTC-USD,2023-06-07,26342.5
BTC-USD,2023-06-08,26501.1
BTC-USD,2023-06-09,26479.3
BTC-USD,2023-06-10,25844.0
BTC-USD,2023-06-11,25928.4
BTC-USD,2023-06-12,25906.8
BTC-USD,2023-06-13,25929.4
BTC-USD,2023-06-14,25129.5
BTC-USD,2023-06-15,25591.3
BTC-USD,2023-06-16,26341.3
BTC-USD,2023-06-17,26515.0
BTC-USD,2023-06-18,26339.7
BTC-USD,2023-06-19,26845.9
BTC-USD,2023-06-20,28307.7
BTC-USD,2023-06-21,29996.9
BTC-USD,2023-06-22,29890.5
BTC-USD,2023-06-23,30679.4
BTC-USD,2023-06-24,30533.6
BTC-USD,2023-06-25,30465.3
BTC-USD,2023-06-26,30267.0
BTC-USD,2023-06-27,30689.1
BTC-USD,2023-06-28,30078.6
BTC-USD,2023-06-29,30445.7
BTC-USD,2023-06-30,30472.9
BTC-USD,2023-07-01,30586.8
BTC-USD,2023-07-02,30617.7
BTC-USD,2023-07-03,31151.3
BTC-USD,2023-07-04,30768.4
BTC-USD,2023-07-05,30512.8
BTC-USD,2023-07-06,29913.1
BTC-USD,2023-07-07,30346.4
BTC-USD,2023-07-08,30288.8
BTC-USD,2023-07-09,30166.9
BTC-USD,2023-07-10,30415.3
BTC-USD,2023-07-11,30623.3
BTC-USD,2023-07-12,30387.3
BTC-USD,2023-07-13,31466.1
BTC-USD,2023-07-14,30317.4
BTC-USD,2023-07-15,30291.4
BTC-USD,2023-07-16,30235.5
BTC-USD,2023-07-17,30139.7
BTC-USD,2023-07-18,29866.8
BTC-USD,2023-07-19,29909.7
BTC-USD,2023-07-20,29801.0
BTC-USD,2023-07-21,29903.1
BTC-USD,2023-07-22,29788.9
BTC-USD,2023-07-23,30085.9
BTC-USD,2023-07-24,29178.1
BTC-USD,2023-07-25,29228.6
BTC-USD,2023-07-26,29352.2
BTC-USD,2023-07-27,29222.7
BTC-USD,2023-07-28,29315.0
BTC-USD,2023-07-29,29353.5
BTC-USD,2023-07-30,29281.7
BTC-USD,2023-07-31,29232.4
BTC-USD,2023-08-01,29712.2
BTC-USD,2023-08-02,29173.7
BTC-USD,2023-08-03,29189.3
BTC-USD,2023-08-04,29105.5
BTC-USD,2023-08-05,29068.1
BTC-USD,2023-08-06,29081.3
BTC-USD,2023-08-07,29204.2
BTC-USD,2023-08-08,29777.4
BTC-USD,2023-08-09,29578.0
BTC-USD,2023-08-10,29449.0
BTC-USD,2023-08-11,29420.8
BTC-USD,2023-08-12,29428.2
BTC-USD,2023-08-13,29300.1
BTC-USD,2023-08-14,29426.7
BTC-USD,2023-08-15,29195.3
BTC-USD,2023-08-16,28726.3
BTC-USD,2023-08-17,26635.7
BTC-USD,2023-08-18,26053.2
BTC-USD,2023-08-19,26099.4
BTC-USD,2023-08-20,26190.8
BTC-USD,2023-08-21,26126.0
BTC-USD,2023-08-22,26039.9
BTC-USD,2023-08-23,26436.2
BTC-USD,2023-08-24,26177.0
BTC-USD,2023-08-25,26057.2
BTC-USD,2023-08-26,26017.1
BTC-USD,2023-08-27,26100.6
BTC-USD,2023-08-28,26118.9
BTC-USD,2023-08-29,27723.9
BTC-USD,2023-08-30,27298.8
BTC-USD,2023-08-31,25937.3
BTC-USD,2023-09-01,25803.2
BTC-USD,2023-09-02,25869.7
BTC-USD,2023-09-03,25971.0
BTC-USD,2023-09-04,25823.3
BTC-USD,2023-09-05,25790.2
BTC-USD,2023-09-06,25758.0
BTC-USD,2023-09-07,26249.8
BTC-USD,2023-09-08,25909.5
BTC-USD,2023-09-09,25901.1
BTC-USD,2023-09-10,25840.2
BTC-USD,2023-09-11,25166.4
BTC-USD,2023-09-12,25834.5
BTC-USD,2023-09-13,26223.0
BTC-USD,2023-09-14,26524.7
BTC-USD,2023-09-15,26601.0
BTC-USD,2023-09-16,26562.0
BTC-USD,2023-09-17,26529.1
BTC-USD,2023-09-18,26763.5
BTC-USD,2023-09-19,27209.2
BTC-USD,2023-09-20,27125.0
BTC-USD,2023-09-21,26570.0
BTC-USD,2023-09-22,26581.9
BTC-USD,2023-09-23,26579.2
BTC-USD,2023-09-24,26251.5
BTC-USD,2023-09-25,26302.7
BTC-USD,2023-09-26,26218.9
BTC-USD,2023-09-27,26366.1
BTC-USD,2023-09-28,27022.6
BTC-USD,2023-09-29,26909.8
BTC-USD,2023-09-30,26962.7
BTC-USD,2023-10-01,27974.5
BTC-USD,2023-10-02,27505.3
BTC-USD,2023-10-03,27428.4
BTC-USD,2023-10-04,27790.9
BTC-USD,2023-10-05,27410.3
BTC-USD,2023-10-06,27936.9
BTC-USD,2023-10-07,27961.1
BTC-USD,2023-10-08,27922.7
BTC-USD,2023-10-09,27581.4
BTC-USD,2023-10-10,27391.0
BTC-USD,2023-10-11,26876.6
BTC-USD,2023-10-12,26761.1
BTC-USD,2023-10-13,26863.5
BTC-USD,2023-10-14,26852.8
BTC-USD,2023-10-15,27161.2
BTC-USD,2023-10-16,28509.7
BTC-USD,2023-10-17,28403.6
BTC-USD,2023-10-18,28321.7
BTC-USD,2023-10-19,28723.0
BTC-USD,2023-10-20,29674.5
BTC-USD,2023-10-21,29912.9
BTC-USD,2023-10-22,29984.2
BTC-USD,2023-10-23,33041.8
BTC-USD,2023-10-24,33917.0
BTC-USD,2023-10-25,34496.8
BTC-USD,2023-10-26,34153.7
BTC-USD,2023-10-27,33901.8
BTC-USD,2023-10-28,34082.6
BTC-USD,2023-10-29,34526.7
BTC-USD,2023-10-30,34477.9
BTC-USD,2023-10-31,34650.6
BTC-USD,2023-11-01,35423.8
BTC-USD,2023-11-02,34931.4
BTC-USD,2023-11-03,34718.7
BTC-USD,2023-11-04,35065.8
BTC-USD,2023-11-05,35019.4
BTC-USD,2023-11-06,35042.0
BTC-USD,2023-11-07,35426.1
BTC-USD,2023-11-08,35636.9
BTC-USD,2023-11-09,36700.5
BTC-USD,2023-11-10,37303.0
BTC-USD,2023-11-11,37150.5
BTC-USD,2023-11-12,37064.4
BTC-USD,2023-11-13,36478.3
BTC-USD,2023-11-14,35549.3
BTC-USD,2023-11-15,37874.9
BTC-USD,2023-11-16,36161.2
BTC-USD,2023-11-17,36595.4
BTC-USD,2023-11-18,36568.6
BTC-USD,2023-11-19,37354.2
BTC-USD,2023-11-20,37454.1
BTC-USD,2023-11-21,35813.6
BTC-USD,2023-11-22,37410.8
BTC-USD,2023-11-23,37293.1
BTC-USD,2023-11-24,37717.3
BTC-USD,2023-11-25,37787.0
BTC-USD,2023-11-26,37451.8
BTC-USD,2023-11-27,37248.6
BTC-USD,2023-11-28,37823.3
BTC-USD,2023-11-29,37855.5
BTC-USD,2023-11-30,37712.9
BTC-USD,2023-12-01,38688.2
BTC-USD,2023-12-02,39458.4
BTC-USD,2023-12-03,39970.2
BTC-USD,2023-12-04,41987.8
BTC-USD,2023-12-05,44076.2
BTC-USD,2023-12-06,43776.3
BTC-USD,2023-12-07,43289.7
BTC-USD,2023-12-08,44175.5
BTC-USD,2023-12-09,43718.4
BTC-USD,2023-12-10,43791.0
BTC-USD,2023-12-11,41256.1
BTC-USD,2023-12-12,41487.0
BTC-USD,2023-12-13,42884.5
BTC-USD,2023-12-14,43025.9
BTC-USD,2023-12-15,41929.0
BTC-USD,2023-12-16,42271.7
BTC-USD,2023-12-17,41368.7
BTC-USD,2023-12-18,42659.7
BTC-USD,2023-12-19,42259.3
BTC-USD,2023-12-20,43662.8
BTC-USD,2023-12-21,43865.9
BTC-USD,2023-12-22,43968.9
BTC-USD,2023-12-23,43710.4
BTC-USD,2023-12-24,42981.5
BTC-USD,2023-12-25,43578.5
BTC-USD,2023-12-26,42513.3
BTC-USD,2023-12-27,43446.5
BTC-USD,2023-12-28,42581.1
BTC-USD,2023-12-29,42072.4
BTC-USD,2023-12-30,42136.7
BTC-USD,2023-12-31,42272.5
BTC-USD,2024-01-01,44183.4
BTC-USD,2024-01-02,44943.7
BTC-USD,2024-01-03,42836.1
BTC-USD,2024-01-04,44157.0
BTC-USD,2024-01-05,44156.9
BTC-USD,2024-01-06,43967.9
BTC-USD,2024-01-07,43927.3
BTC-USD,2024-01-08,46962.2
BTC-USD,2024-01-09,46129.0
BTC-USD,2024-01-10,46629.3
BTC-USD,2024-01-11,46348.2
BTC-USD,2024-01-12,42835.9
BTC-USD,2024-01-13,42851.3
BTC-USD,2024-01-14,41746.1
BTC-USD,2024-01-15,42510.7
BTC-USD,2024-01-16,43145.5
BTC-USD,2024-01-17,42768.7
BTC-USD,2024-01-18,41292.7
BTC-USD,2024-01-19,41648.0
BTC-USD,2024-01-20,41695.4
BTC-USD,2024-01-21,41583.2
BTC-USD,2024-01-22,39556.4
BTC-USD,2024-01-23,39888.8
BTC-USD,2024-01-24,40086.0
BTC-USD,2024-01-25,39935.7
BTC-USD,2024-01-26,41811.3
BTC-USD,2024-01-27,42120.9
BTC-USD,2024-01-28,42030.7
BTC-USD,2024-01-29,43299.8
BTC-USD,2024-01-30,42946.2
BTC-USD,2024-01-31,42580.5
BTC-USD,2024-02-01,43081.4
BTC-USD,2024-02-02,43194.7
BTC-USD,2024-02-03,43005.7
BTC-USD,2024-02-04,42581.4
BTC-USD,2024-02-05,42697.2
BTC-USD,2024-02-06,43087.7
BTC-USD,2024-02-07,44339.8
BTC-USD,2024-02-08,45293.3
BTC-USD,2024-02-09,47127.5
BTC-USD,2024-02-10,47758.2
BTC-USD,2024-02-11,48277.3
BTC-USD,2024-02-12,49941.3
BTC-USD,2024-02-13,49716.0
BTC-USD,2024-02-14,51782.4
BTC-USD,2024-02-15,51901.3
BTC-USD,2024-02-16,52134.2
BTC-USD,2024-02-17,51646.0
BTC-USD,2024-02-18,52117.5
BTC-USD,2024-02-19,51783.6
BTC-USD,2024-02-20,52263.5
BTC-USD,2024-02-21,51858.2
BTC-USD,2024-02-22,51320.4
BTC-USD,2024-02-23,50740.5
BTC-USD,2024-02-24,51571.6
BTC-USD,2024-02-25,51722.7
BTC-USD,2024-02-26,54495.1
BTC-USD,2024-02-27,57056.2
BTC-USD,2024-02-28,62467.6
BTC-USD,2024-02-29,61169.3
BTC-USD,2024-03-01,62397.7
BTC-USD,2024-03-02,61994.5
BTC-USD,2024-03-03,63135.8
BTC-USD,2024-03-04,68270.1
BTC-USD,2024-03-05,63792.6
BTC-USD,2024-03-06,66080.4
BTC-USD,2024-03-07,66855.3
BTC-USD,2024-03-08,68172.0
BTC-USD,2024-03-09,68366.5
BTC-USD,2024-03-10,68964.8
BTC-USD,2024-03-11,72099.1
BTC-USD,2024-03-12,71470.2
BTC-USD,2024-03-13,73066.3
BTC-USD,2024-03-14,71387.5
BTC-USD,2024-03-15,69463.7
BTC-USD,2024-03-16,65314.2
BTC-USD,2024-03-17,68391.2
BTC-USD,2024-03-18,67594.1
BTC-USD,2024-03-19,62050.0
BTC-USD,2024-03-20,67854.0
BTC-USD,2024-03-21,65503.8
BTC-USD,2024-03-22,63785.5
BTC-USD,2024-03-23,64037.8
BTC-USD,2024-03-24,67211.9
BTC-USD,2024-03-25,69892.0
BTC-USD,2024-03-26,69999.3
BTC-USD,2024-03-27,69442.4
BTC-USD,2024-03-28,70762.1
BTC-USD,2024-03-29,69871.7
BTC-USD,2024-03-30,69611.5
BTC-USD,2024-03-31,71332.0
BTC-USD,2024-04-01,69664.4
BTC-USD,2024-04-02,65439.2
BTC-USD,2024-04-03,65963.0
BTC-USD,2024-04-04,68496.5
BTC-USD,2024-04-05,67830.6
BTC-USD,2024-04-06,68890.6
BTC-USD,2024-04-07,69360.4
BTC-USD,2024-04-08,71630.1
BTC-USD,2024-04-09,69148.0
BTC-USD,2024-04-10,70622.1
BTC-USD,2024-04-11,70011.6
BTC-USD,2024-04-12,67151.9
BTC-USD,2024-04-13,63849.9
BTC-USD,2024-04-14,65697.4
BTC-USD,2024-04-15,63411.9
BTC-USD,2024-04-16,63805.3
BTC-USD,2024-04-17,61278.9
BTC-USD,2024-04-18,63481.4
BTC-USD,2024-04-19,63799.1
BTC-USD,2024-04-20,64961.1
BTC-USD,2024-04-21,64940.2
BTC-USD,2024-04-22,66829.3
BTC-USD,2024-04-23,66415.0
BTC-USD,2024-04-24,64285.7
BTC-USD,2024-04-25,64497.1
BTC-USD,2024-04-26,63766.4
BTC-USD,2024-04-27,63456.8
BTC-USD,2024-04-28,63109.7
BTC-USD,2024-04-29,63860.1
BTC-USD,2024-04-30,60666.6
BTC-USD,2024-05-01,58331.2
BTC-USD,2024-05-02,59121.3
BTC-USD,2024-05-03,62877.5
BTC-USD,2024-05-04,63888.3
BTC-USD,2024-05-05,64006.4
BTC-USD,2024-05-06,63163.1
BTC-USD,2024-05-07,62317.7
BTC-USD,2024-05-08,61207.5
BTC-USD,2024-05-09,63075.0
BTC-USD,2024-05-10,60796.9
BTC-USD,2024-05-11,60826.6
BTC-USD,2024-05-12,61480.0
BTC-USD,2024-05-13,62937.2
BTC-USD,2024-05-14,61569.4
BTC-USD,2024-05-15,66225.1
BTC-USD,2024-05-16,65231.0
BTC-USD,2024-05-17,67036.8
BTC-USD,2024-05-18,66917.5
BTC-USD,2024-05-19,66279.1
BTC-USD,2024-05-20,71422.7
BTC-USD,2024-05-21,70139.9
BTC-USD,2024-05-22,69155.4
BTC-USD,2024-05-23,67975.7
BTC-USD,2024-05-24,68547.6
BTC-USD,2024-05-25,69284.4
BTC-USD,2024-05-26,68514.8
BTC-USD,2024-05-27,69428.7
BTC-USD,2024-05-28,68366.0
BTC-USD,2024-05-29,67635.8
BTC-USD,2024-05-30,68354.7
BTC-USD,2024-05-31,67530.1
BTC-USD,2024-06-01,67760.8
BTC-USD,2024-06-02,67773.5
BTC-USD,2024-06-03,68807.8
BTC-USD,2024-06-04,70549.2
BTC-USD,2024-06-05,71083.7
BTC-USD,2024-06-06,70791.5
BTC-USD,2024-06-07,69347.9
BTC-USD,2024-06-08,69310.1
BTC-USD,2024-06-09,69650.6
BTC-USD,2024-06-10,69538.2
BTC-USD,2024-06-11,67319.8
BTC-USD,2024-06-12,68260.1
BTC-USD,2024-06-13,66773.1
BTC-USD,2024-06-14,66034.8
BTC-USD,2024-06-15,66223.0
BTC-USD,2024-06-16,66674.7
BTC-USD,2024-06-17,66498.8
BTC-USD,2024-06-18,65159.9
BTC-USD,2024-06-19,64980.9
BTC-USD,2024-06-20,64854.3
BTC-USD,2024-06-21,64128.5
BTC-USD,2024-06-22,64261.0
BTC-USD,2024-06-23,63196.2
BTC-USD,2024-06-24,60292.7
BTC-USD,2024-06-25,61809.4
BTC-USD,2024-06-26,60849.4
BTC-USD,2024-06-27,61685.3
BTC-USD,2024-06-28,60403.3
BTC-USD,2024-06-29,60973.4
BTC-USD,2024-06-30,62754.3
BTC-USD,2024-07-01,62890.1
BTC-USD,2024-07-02,62103.3
BTC-USD,2024-07-03,60199.3
BTC-USD,2024-07-04,57026.3
BTC-USD,2024-07-05,56641.8
BTC-USD,2024-07-06,58259.2
BTC-USD,2024-07-07,55861.1
BTC-USD,2024-07-08,56724.7
BTC-USD,2024-07-09,58039.4
BTC-USD,2024-07-10,57746.7
BTC-USD,2024-07-11,57337.3
BTC-USD,2024-07-12,57885.1
BTC-USD,2024-07-13,59209.8
BTC-USD,2024-07-14,60794.9
BTC-USD,2024-07-15,64782.4
BTC-USD,2024-07-16,65049.7
BTC-USD,2024-07-17,64089.2
BTC-USD,2024-07-18,63980.5
BTC-USD,2024-07-19,66677.4
BTC-USD,2024-07-20,67148.5
BTC-USD,2024-07-21,68158.7
BTC-USD,2024-07-22,67553.6
BTC-USD,2024-07-23,65937.8
BTC-USD,2024-07-24,65370.5
BTC-USD,2024-07-25,65799.3
BTC-USD,2024-07-26,67908.6
BTC-USD,2024-07-27,67843.1
BTC-USD,2024-07-28,68256.3
BTC-USD,2024-07-29,66798.7
BTC-USD,2024-07-30,66184.9
BTC-USD,2024-07-31,64626.0
BTC-USD,2024-08-01,65372.9
BTC-USD,2024-08-02,61478.7
BTC-USD,2024-08-03,60696.7
BTC-USD,2024-08-04,58141.8
BTC-USD,2024-08-05,53979.0
BTC-USD,2024-08-06,56057.8
BTC-USD,2024-08-07,55120.9
BTC-USD,2024-08-08,61699.7
BTC-USD,2024-08-09,60850.6
BTC-USD,2024-08-10,60931.7
BTC-USD,2024-08-11,58713.3
BTC-USD,2024-08-12,59350.0
BTC-USD,2024-08-13,60595.2
BTC-USD,2024-08-14,58707.8
BTC-USD,2024-08-15,57534.6
BTC-USD,2024-08-16,58877.2
BTC-USD,2024-08-17,59483.1
BTC-USD,2024-08-18,58446.3
BTC-USD,2024-08-19,59470.9
BTC-USD,2024-08-20,59005.8
BTC-USD,2024-08-21,61158.1
BTC-USD,2024-08-22,60372.2
BTC-USD,2024-08-23,64053.1
BTC-USD,2024-08-24,64159.3
BTC-USD,2024-08-25,64273.2
BTC-USD,2024-08-26,62846.2
BTC-USD,2024-08-27,59450.9
BTC-USD,2024-08-28,59016.0
BTC-USD,2024-08-29,59373.5
BTC-USD,2024-08-30,59119.7
BTC-USD,2024-08-31,58978.6
BTC-USD,2024-09-01,57315.7
BTC-USD,2024-09-02,59134.0
BTC-USD,2024-09-03,57479.8
BTC-USD,2024-09-04,57973.4
BTC-USD,2024-09-05,56183.2
BTC-USD,2024-09-06,53966.8
BTC-USD,2024-09-07,54156.5
BTC-USD,2024-09-08,54861.3
BTC-USD,2024-09-09,57049.6
BTC-USD,2024-09-10,57635.0
BTC-USD,2024-09-11,57338.7
BTC-USD,2024-09-12,58134.5
BTC-USD,2024-09-13,60511.6
BTC-USD,2024-09-14,59995.4
BTC-USD,2024-09-15,59138.5
BTC-USD,2024-09-16,58213.1
BTC-USD,2024-09-17,60309.1
BTC-USD,2024-09-18,61757.6
BTC-USD,2024-09-19,62938.6
BTC-USD,2024-09-20,63201.2
BTC-USD,2024-09-21,63348.1
BTC-USD,2024-09-22,63572.7
BTC-USD,2024-09-23,63331.8
BTC-USD,2024-09-24,64256.8
BTC-USD,2024-09-25,63156.5
BTC-USD,2024-09-26,65175.7
BTC-USD,2024-09-27,65776.3
BTC-USD,2024-09-28,65866.5
BTC-USD,2024-09-29,65607.1
BTC-USD,2024-09-30,63339.2
BTC-USD,2024-10-01,60835.5
BTC-USD,2024-10-02,60645.7
BTC-USD,2024-10-03,60751.2
BTC-USD,2024-10-04,62081.0
BTC-USD,2024-10-05,62061.4
BTC-USD,2024-10-06,62819.4
BTC-USD,2024-10-07,62245.6
BTC-USD,2024-10-08,62157.0
BTC-USD,2024-10-09,60628.8
BTC-USD,2024-10-10,60316.2
BTC-USD,2024-10-11,62499.4
BTC-USD,2024-10-12,63205.1
BTC-USD,2024-10-13,62870.9
BTC-USD,2024-10-14,66081.7
BTC-USD,2024-10-15,67077.5
BTC-USD,2024-10-16,67617.9
BTC-USD,2024-10-17,67418.4
BTC-USD,2024-10-18,68423.1
BTC-USD,2024-10-19,68372.0
BTC-USD,2024-10-20,69030.5
BTC-USD,2024-10-21,67371.3
BTC-USD,2024-10-22,67427.3
BTC-USD,2024-10-23,66663.7
BTC-USD,2024-10-24,68191.5
BTC-USD,2024-10-25,66696.8
BTC-USD,2024-10-26,67086.8
BTC-USD,2024-10-27,68004.6
BTC-USD,2024-10-28,69954.1
BTC-USD,2024-10-29,72730.4
BTC-USD,2024-10-30,72347.8
BTC-USD,2024-10-31,70281.8
BTC-USD,2024-11-01,69507.2
BTC-USD,2024-11-02,69325.8
BTC-USD,2024-11-03,68769.6
BTC-USD,2024-11-04,67848.8
BTC-USD,2024-11-05,69373.7
BTC-USD,2024-11-06,75586.3
BTC-USD,2024-11-07,75868.6
BTC-USD,2024-11-08,76517.3
BTC-USD,2024-11-09,76700.3
BTC-USD,2024-11-10,80388.5
BTC-USD,2024-11-11,88664.1
BTC-USD,2024-11-12,87941.3
BTC-USD,2024-11-13,90422.2
BTC-USD,2024-11-14,87294.0
BTC-USD,2024-11-15,91046.5
BTC-USD,2024-11-16,90539.1
BTC-USD,2024-11-17,89833.7
BTC-USD,2024-11-18,90478.7
BTC-USD,2024-11-19,92239.2
BTC-USD,2024-11-20,94303.9
BTC-USD,2024-11-21,98374.5
BTC-USD,2024-11-22,98929.7
BTC-USD,2024-11-23,97699.0
BTC-USD,2024-11-24,97935.2
BTC-USD,2024-11-25,93064.4
BTC-USD,2024-11-26,91977.6
BTC-USD,2024-11-27,95886.6
BTC-USD,2024-11-28,95645.5
BTC-USD,2024-11-29,97438.0
BTC-USD,2024-11-30,96405.7
BTC-USD,2024-12-01,97201.4
BTC-USD,2024-12-02,95846.6
BTC-USD,2024-12-03,95898.7
BTC-USD,2024-12-04,98635.8
BTC-USD,2024-12-05,96970.8
BTC-USD,2024-12-06,99760.7
BTC-USD,2024-12-07,99837.0
BTC-USD,2024-12-08,101115.8
BTC-USD,2024-12-09,97359.4
BTC-USD,2024-12-10,96600.3
BTC-USD,2024-12-11,101126.2
BTC-USD,2024-12-12,100009.9
BTC-USD,2024-12-13,101426.2
BTC-USD,2024-12-14,101417.7
BTC-USD,2024-12-15,104443.0
BTC-USD,2024-12-16,106057.6
BTC-USD,2024-12-17,106138.9
BTC-USD,2024-12-18,100197.8
BTC-USD,2024-12-19,97466.1
BTC-USD,2024-12-20,97795.7
BTC-USD,2024-12-21,97253.3
BTC-USD,2024-12-22,95183.8
BTC-USD,2024-12-23,94852.1
BTC-USD,2024-12-24,98668.1
BTC-USD,2024-12-25,99391.3
BTC-USD,2024-12-26,95777.7
BTC-USD,2024-12-27,94275.9
BTC-USD,2024-12-28,95284.5
BTC-USD,2024-12-29,93716.3
BTC-USD,2024-12-30,92779.8
BTC-USD,2024-12-31,93557.2
BTC-USD,2025-01-01,94560.2
BTC-USD,2025-01-02,96960.0
BTC-USD,2025-01-03,98167.5
BTC-USD,2025-01-04,98219.9
BTC-USD,2025-01-05,98347.7
BTC-USD,2025-01-06,102248.7
BTC-USD,2025-01-07,96929.8
BTC-USD,2025-01-08,95066.6
BTC-USD,2025-01-09,92539.8
BTC-USD,2025-01-10,94724.1
